,GAME_ID,MATCHUP
852,0022000454,TOR @ MIN
853,0022000453,OKC @ MIL
854,0022000452,DET @ MEM
855,0022000563,CLE vs. DEN
856,0022000454,MIN vs. TOR
857,0022000449,GSW @ ORL
858,0022000453,MIL vs. OKC
859,0022000451,ATL @ BOS
860,0022000563,DEN @ CLE
861,0022000451,BOS vs. ATL
862,0022000455,NOP vs. PHX
863,0022000455,PHX @ NOP
864,0022000457,UTA @ LAC
865,0022000450,CHI @ PHI
866,0022000450,PHI vs. CHI
867,0022000457,LAC vs. UTA
868,0022000462,MEM vs. PHX
869,0022000463,LAL vs. MIA
870,0022000460,CHI vs. SAC
871,0022000463,MIA @ LAL
872,0022000460,SAC @ CHI
873,0022000459,CHA vs. GSW
874,0022000462,PHX @ MEM
875,0022000464,POR vs. WAS
876,0022000459,GSW @ CHA
877,0022000464,WAS @ POR
878,0022000469,MIN @ NYK
879,0022000471,SAC @ MIL
880,0022000471,MIL vs. SAC
881,0022000469,NYK vs. MIN
882,0022000466,CLE vs. OKC
883,0022000466,OKC @ CLE
884,0022000472,LAC vs. BKN
885,0022000470,ATL vs. DEN
886,0022000472,BKN @ LAC
887,0022000465,NOP vs. BOS
888,0022000465,BOS @ NOP
889,0022000467,DET @ ORL
890,0022000467,ORL vs. DET
891,0022000468,PHI @ TOR
892,0022000468,TOR vs. PHI
893,0022000470,DEN @ ATL
894,0022000475,OKC vs. MIA
895,0022000477,PHX vs. POR
896,0022000475,MIA @ OKC
897,0022000476,DAL vs. MEM
898,0022000476,MEM @ DAL
899,0022000478,UTA vs. CHA
900,0022000478,CHA @ UTA
901,0022000477,POR @ PHX
902,0022000474,CHI @ HOU
903,0022000474,HOU vs. CHI
904,0022000479,WAS @ LAL
905,0022000479,LAL vs. WAS
906,0022000483,GSW @ NYK
907,0022000488,WAS @ LAC
908,0022000488,LAC vs. WAS
909,0022000486,MIL vs. MIN
910,0022000486,MIN @ MIL
911,0022000480,CLE vs. ATL
912,0022000480,ATL @ CLE
913,0022000484,TOR vs. PHI
914,0022000484,PHI @ TOR
915,0022000482,SAC @ BKN
916,0022000482,BKN vs. SAC
917,0022000485,BOS @ DAL
918,0022000485,DAL vs. BOS
919,0022000487,DEN vs. POR
920,0022000487,POR @ DEN
921,0022000483,NYK vs. GSW
922,0022000481,DET @ ORL
923,0022000481,ORL vs. DET
924,0022000497,LAL @ UTA
925,0022000492,TOR @ MIA
926,0022000497,UTA vs. LAL
927,0022000494,NOP vs. DET
928,0022000494,DET @ NOP
929,0022000493,CHI vs. MIN
930,0022000493,MIN @ CHI
931,0022000489,IND vs. GSW
932,0022000496,PHX vs. CHA
933,0022000496,CHA @ PHX
934,0022000490,ATL vs. BOS
935,0022000490,BOS @ ATL
936,0022000489,GSW @ IND
937,0022000495,SAS @ OKC
938,0022000495,OKC vs. SAS
939,0022000491,HOU @ CLE
940,0022000491,CLE vs. HOU
941,0022000492,MIA vs. TOR
942,0022000500,NYK vs. SAC
943,0022000501,MEM vs. LAC
944,0022000501,LAC @ MEM
945,0022000499,BKN vs. ORL
946,0022000503,MIL vs. NOP
947,0022000503,NOP @ MIL
948,0022000499,ORL @ BKN
949,0022000500,SAC @ NYK
950,0022000502,DEN vs. WAS
951,0022000502,WAS @ DEN
952,0022000498,PHI vs. DAL
953,0022000498,DAL @ PHI
954,0022000512,LAL vs. POR
955,0022000512,POR @ LAL
956,0022000509,MEM vs. LAC
957,0022000509,LAC @ MEM
958,0022000504,SAC @ DET
959,0022000505,BOS vs. IND
960,0022000505,IND @ BOS
961,0022000504,DET vs. SAC
962,0022000511,GSW vs. CHA
963,0022000511,CHA @ GSW
964,0022000510,OKC vs. ATL
965,0022000510,ATL @ OKC
966,0022000506,TOR vs. HOU
967,0022000508,PHX @ CHI
968,0022000508,CHI vs. PHX
969,0022000507,MIA vs. UTA
970,0022000507,UTA @ MIA
971,0022000506,HOU @ TOR
972,0022000513,PHI vs. CLE
973,0022000513,CLE @ PHI
974,0022000517,MIN @ WAS
975,0022000516,ORL vs. UTA
976,0022000518,DEN @ OKC
977,0022000515,NYK vs. IND
978,0022000517,WAS vs. MIN
979,0022000515,IND @ NYK
980,0022000519,BKN vs. DAL
981,0022000519,DAL @ BKN
982,0022000514,SAS vs. NOP
983,0022000516,UTA @ ORL
984,0022000514,NOP @ SAS
985,0022000518,OKC vs. DEN
986,0022000528,SAC vs. CHA
987,0022000524,WAS @ BOS
988,0022000522,ATL @ MIA
989,0022000524,BOS vs. WAS
990,0022000526,MIN vs. PHX
991,0022000521,DET vs. NYK
992,0022000521,NYK @ DET
993,0022000525,MEM @ HOU
994,0022000520,LAC @ MIL
995,0022000526,PHX @ MIN
996,0022000528,CHA @ SAC
997,0022000520,MIL vs. LAC
998,0022000527,GSW @ LAL
999,0022000522,MIA vs. ATL
1000,0022000527,LAL vs. GSW
1001,0022000525,HOU vs. MEM
1002,0022000532,HOU vs. CLE
1003,0022000535,CHA @ POR
1004,0022000535,POR vs. CHA
1005,0022000530,IND @ PHI
1006,0022000530,PHI vs. IND
1007,0022000534,BKN @ SAS
1008,0022000529,DAL @ ORL
1009,0022000533,NOP vs. UTA
1010,0022000529,ORL vs. DAL
1011,0022000531,CHI vs. DEN
1012,0022000532,CLE @ HOU
1013,0022000531,DEN @ CHI
1014,0022000533,UTA @ NOP
1015,0022000534,SAS vs. BKN
1016,0022000542,PHX @ LAL
1017,0022000542,LAL vs. PHX
1018,0022000540,DEN @ MIL
1019,0022000536,MEM @ WAS
1020,0022000540,MIL vs. DEN
1021,0022000538,MIA vs. ATL
1022,0022000538,ATL @ MIA
1023,0022000541,SAS vs. NYK
1024,0022000537,BOS vs. LAC
1025,0022000536,WAS vs. MEM
1026,0022000541,NYK @ SAS
1027,0022000537,LAC @ BOS
1028,0022000545,UTA @ PHI
1029,0022000549,DAL vs. OKC
1030,0022000549,OKC @ DAL
1031,0022000545,PHI vs. UTA
1032,0022000548,NOP vs. CHI
1033,0022000550,GSW @ POR
1034,0022000539,TOR vs. DET
1035,0022000551,SAC vs. LAL
1036,0022000551,LAL @ SAC
1037,0022000544,ATL @ ORL
1038,0022000543,IND @ CLE
1039,0022000548,CHI @ NOP
1040,0022000544,ORL vs. ATL
1041,0022000543,CLE vs. IND
1042,0022000539,DET @ TOR
1043,0022000546,HOU vs. BKN
1044,0022000547,MIN vs. CHA
1045,0022000547,CHA @ MIN
1046,0022000550,POR vs. GSW
1047,0022000546,BKN @ HOU
1048,0022000185,GSW @ PHX
1049,0022000556,SAS vs. OKC
1050,0022000557,MIA @ NOP
1051,0022000557,NOP vs. MIA
1052,0022000555,MIL @ MEM
1053,0022000556,OKC @ SAS
1054,0022000555,MEM vs. MIL
1055,0022000552,BOS vs. TOR
1056,0022000552,TOR @ BOS
1057,0022000554,WAS vs. LAC
1058,0022000558,POR vs. SAC
1059,0022000554,LAC @ WAS
1060,0022000558,SAC @ POR
1061,0022000185,PHX vs. GSW
1062,0022000553,DEN @ IND
1063,0022000565,NYK vs. DET
1064,0022000565,DET @ NYK
1065,0022000553,IND vs. DEN
1066,0022000567,DAL vs. SAS
1067,0022000567,SAS @ DAL
1068,0022000566,MEM vs. WAS
1069,0022000566,WAS @ MEM
1070,0022000577,PHX @ POR
1071,0022000577,POR vs. PHX
1072,0022000576,GSW @ LAC
1073,0022000571,ORL @ MIA
1074,0022000570,ATL @ TOR
1075,0022000570,TOR vs. ATL
1076,0022000576,LAC vs. GSW
1077,0022000575,DAL @ OKC
1078,0022000575,OKC vs. DAL
1079,0022000571,MIA vs. ORL
1080,0022000568,DET @ CHA
1081,0022000578,SAC vs. HOU
1082,0022000574,MIN @ NOP
1083,0022000573,MIL vs. NYK
1084,0022000568,CHA vs. DET
1085,0022000578,HOU @ SAC
1086,0022000573,NYK @ MIL
1087,0022000574,NOP vs. MIN
1088,0022000572,PHI @ CHI
1089,0022000572,CHI vs. PHI
1090,0022000569,BKN vs. BOS
1091,0022000569,BOS @ BKN
1092,0022000579,PHI @ WAS
1093,0022000579,WAS vs. PHI
1094,0022000584,UTA vs. HOU
1095,0022000585,LAL vs. IND
1096,0022000581,NOP vs. CLE
1097,0022000581,CLE @ NOP
1098,0022000582,MIA @ CHI
1099,0022000580,DEN @ MEM
1100,0022000582,CHI vs. MIA
1101,0022000580,MEM vs. DEN
1102,0022000585,IND @ LAL
1103,0022000583,ORL @ SAS
1104,0022000583,SAS vs. ORL
1105,0022000584,HOU @ UTA
1106,0022000589,WAS vs. MIL
1107,0022000592,DAL @ DEN
1108,0022000588,CHA vs. TOR
1109,0022000586,NYK @ OKC
1110,0022000589,MIL @ WAS
1111,0022000586,OKC vs. NYK
1112,0022000591,POR @ MIN
1113,0022000592,DEN vs. DAL
1114,0022000590,SAC @ ATL
1115,0022000194,IND @ PHX
1116,0022000591,MIN vs. POR
1117,0022000590,ATL vs. SAC
1118,0022000587,BKN vs. DET
1119,0022000587,DET @ BKN
1120,0022000194,PHX vs. IND
1121,0022000588,TOR @ CHA
1122,0022000594,UTA @ GSW
1123,0022000599,POR @ MIN
1124,0022000599,MIN vs. POR
1125,0022000594,GSW vs. UTA
1126,0022000598,HOU vs. BOS
1127,0022000598,BOS @ HOU
1128,0022000600,TOR @ CHI
1129,0022000600,CHI vs. TOR
1130,0022000596,MIA @ ORL
1131,0022000601,NOP vs. LAC
1132,0022000601,LAC @ NOP
1133,0022000596,ORL vs. MIA
1134,0022000595,SAS @ PHI
1135,0022000595,PHI vs. SAS
1136,0022000593,MEM @ OKC
1137,0022000593,OKC vs. MEM
1138,0022000597,CLE @ ATL
1139,0022000597,ATL vs. CLE
1140,0022000608,LAL @ GSW
1141,0022000606,DEN vs. IND
1142,0022000606,IND @ DEN
1143,0022000605,DAL vs. LAC
1144,0022000602,SAC @ CHA
1145,0022000428,SAS @ DET
1146,0022000428,DET vs. SAS
1147,0022000602,CHA vs. SAC
1148,0022000605,LAC @ DAL
1149,0022000607,MEM @ PHX
1150,0022000607,PHX vs. MEM
1151,0022000604,BKN vs. NYK
1152,0022000604,NYK @ BKN
1153,0022000608,GSW vs. LAL
1154,0022000603,WAS vs. MIL
1155,0022000603,MIL @ WAS
1156,0022000611,NYK @ PHI
1157,0022000611,PHI vs. NYK
1158,0022000613,HOU vs. ATL
1159,0022000613,ATL @ HOU
1160,0022000615,LAL vs. MIN
1161,0022000615,MIN @ LAL
1162,0022000612,CHI vs. OKC
1163,0022000610,MIA vs. CLE
1164,0022000614,NOP @ POR
1165,0022000614,POR vs. NOP
1166,0022000610,CLE @ MIA
1167,0022000612,OKC @ CHI
1168,0022000609,BOS vs. UTA
1169,0022000609,UTA @ BOS
1170,0022000621,CHI vs. SAS
1171,0022000621,SAS @ CHI
1172,0022000616,DET vs. TOR
1173,0022000616,TOR @ DET
1174,0022000618,MIL @ PHI
1175,0022000623,MEM vs. MIA
1176,0022000618,PHI vs. MIL
1177,0022000623,MIA @ MEM
1178,0022000625,LAC @ DAL
1179,0022000622,HOU vs. GSW
1180,0022000622,GSW @ HOU
1181,0022000617,BKN @ IND
1182,0022000617,IND vs. BKN
1183,0022000619,WAS vs. SAC
1184,0022000619,SAC @ WAS
1185,0022000620,CLE vs. BOS
1186,0022000620,BOS @ CLE
1187,0022000625,DAL vs. LAC
1188,0022000624,CHA @ DEN
1189,0022000624,DEN vs. CHA
1190,0022000166,WAS vs. UTA
1191,0022000629,POR vs. NOP
1192,0022000629,NOP @ POR
1193,0022000628,MIN @ PHX
1194,0022000166,UTA @ WAS
1195,0022000628,PHX vs. MIN
1196,0022000630,LAL vs. CHA
1197,0022000630,CHA @ LAL
1198,0022000627,NYK vs. ORL
1199,0022000626,ATL vs. OKC
1200,0022000626,OKC @ ATL
1201,0022000627,ORL @ NYK
1202,0022000435,CLE vs. SAS
1203,0022000634,TOR vs. UTA
1204,0022000634,UTA @ TOR
1205,0022000637,CHI @ DEN
1206,0022000637,DEN vs. CHI
1207,0022000638,PHX vs. MIN
1208,0022000638,MIN @ PHX
1209,0022000633,BKN @ ORL
1210,0022000636,MEM vs. GSW
1211,0022000636,GSW @ MEM
1212,0022000639,POR vs. DAL
1213,0022000639,DAL @ POR
1214,0022000435,SAS @ CLE
1215,0022000633,ORL vs. BKN
1216,0022000631,SAC @ BOS
1217,0022000632,MIA vs. IND
1218,0022000631,BOS vs. SAC
1219,0022000632,IND @ MIA
1220,0022000635,HOU vs. DET
1221,0022000635,DET @ HOU
1222,0022000640,LAL vs. ATL
1223,0022000643,MIL vs. SAS
1224,0022000643,SAS @ MIL
1225,0022000644,LAC vs. CHA
1226,0022000644,CHA @ LAC
1227,0022000642,GSW @ MEM
1228,0022000641,SAC @ PHI
1229,0022000642,MEM vs. GSW
1230,0022000640,ATL @ LAL
1231,0022000641,PHI vs. SAC
1232,0022000647,WAS @ BKN
1233,0022000647,BKN vs. WAS
1234,0022000167,ORL @ BOS
1235,0022000648,CLE vs. TOR
1236,0022000016,HOU vs. OKC
1237,0022000016,OKC @ HOU
1238,0022000648,TOR @ CLE
1239,0022000167,BOS vs. ORL
1240,0022000651,LAL @ PHX
1241,0022000651,PHX vs. LAL
1242,0022000652,POR vs. DAL
1243,0022000652,DAL @ POR
1244,0022000650,NYK vs. PHI
1245,0022000650,PHI @ NYK
1246,0022000646,NOP @ DEN
1247,0022000646,DEN vs. NOP
1248,0022000649,DET vs. CHI
1249,0022000649,CHI @ DET
1250,0022000645,IND @ MIA
1251,0022000645,MIA vs. IND
1252,0022000658,MEM vs. BOS
1253,0022000660,LAC vs. ATL
1254,0022000655,CHA @ SAS
1255,0022000659,IND @ MIL
1256,0022000655,SAS vs. CHA
1257,0022000654,OKC @ MIN
1258,0022000658,BOS @ MEM
1259,0022000656,CHI vs. UTA
1260,0022000659,MIL vs. IND
1261,0022000654,MIN vs. OKC
1262,0022000657,TOR @ HOU
1263,0022000657,HOU vs. TOR
1264,0022000656,UTA @ CHI
1265,0022000660,ATL @ LAC
1266,0022000653,CLE vs. SAC
1267,0022000653,SAC @ CLE
1268,0022000661,DEN @ ORL
1269,0022000662,WAS @ NYK
1270,0022000662,NYK vs. WAS
1271,0022000661,ORL vs. DEN
1272,0022000663,NOP vs. LAL
1273,0022000663,LAL @ NOP
1274,0022000664,PHX @ MIA
1275,0022000665,GSW vs. PHI
1276,0022000665,PHI @ GSW
1277,0022000664,MIA vs. PHX
1278,0022000666,POR vs. BKN
1279,0022000666,BKN @ POR
1280,0022000674,OKC vs. MEM
1281,0022000671,CLE @ CHI
1282,0022000673,DAL @ MIN
1283,0022000673,MIN vs. DAL
1284,0022000670,PHX @ ORL
1285,0022000670,ORL vs. PHX
1286,0022000669,MIL vs. BOS
1287,0022000675,SAS vs. LAC
1288,0022000668,TOR vs. DEN
1289,0022000671,CHI vs. CLE
1290,0022000675,LAC @ SAS
1291,0022000668,DEN @ TOR
1292,0022000674,MEM @ OKC
1293,0022000667,DET @ IND
1294,0022000667,IND vs. DET
1295,0022000677,ATL @ SAC
1296,0022000677,SAC vs. ATL
1297,0022000672,HOU vs. CHA
1298,0022000672,CHA @ HOU
1299,0022000676,UTA vs. BKN
1300,0022000676,BKN @ UTA
1301,0022000669,BOS @ MIL
1302,0022000678,MIA vs. POR
1303,0022000678,POR @ MIA
1304,0022000680,LAC @ SAS
1305,0022000680,SAS vs. LAC
1306,0022000682,GSW @ SAC
1307,0022000682,SAC vs. GSW
1308,0022000679,NYK vs. WAS
1309,0022000681,LAL vs. PHI
1310,0022000681,PHI @ LAL
1311,0022000679,WAS @ NYK
1312,0022000693,LAL vs. CLE
1313,0022000693,CLE @ LAL
1314,0022000688,HOU @ MIN
1315,0022000688,MIN vs. HOU
1316,0022000686,MIA @ CHA
1317,0022000683,BKN @ DET
1318,0022000689,NOP vs. DEN
1319,0022000689,DEN @ NOP
1320,0022000685,BOS @ MIL
1321,0022000685,MIL vs. BOS
1322,0022000684,PHX @ TOR
1323,0022000684,TOR vs. PHX
1324,0022000692,ATL @ GSW
1325,0022000692,GSW vs. ATL
1326,0022000691,MEM @ UTA
1327,0022000691,UTA vs. MEM
1328,0022000686,CHA vs. MIA
1329,0022000683,DET vs. BKN
1330,0022000687,ORL vs. POR
1331,0022000690,IND @ DAL
1332,0022000690,DAL vs. IND
1333,0022000687,POR @ ORL
1334,0022000696,HOU @ MIN
1335,0022000698,NOP vs. DAL
1336,0022000695,NYK @ MIL
1337,0022000695,MIL vs. NYK
1338,0022000702,SAC vs. CLE
1339,0022000702,CLE @ SAC
1340,0022000698,DAL @ NOP
1341,0022000700,MEM @ UTA
1342,0022000700,UTA vs. MEM
1343,0022000699,BOS @ OKC
1344,0022000699,OKC vs. BOS
1345,0022000696,MIN vs. HOU
1346,0022000701,PHI @ LAC
1347,0022000701,LAC vs. PHI
1348,0022000697,CHI @ SAS
1349,0022000694,WAS vs. DET
1350,0022000694,DET @ WAS
1351,0022000697,SAS vs. CHI
1352,0022000703,PHX @ CHA
1353,0022000705,DEN vs. ATL
1354,0022000705,ATL @ DEN
1355,0022000704,POR @ TOR
1356,0022000704,TOR vs. POR
1357,0022000706,ORL @ LAL
1358,0022000706,LAL vs. ORL
1359,0022000703,CHA vs. PHX
1360,0022000708,BOS vs. NOP
1361,0022000708,NOP @ BOS
1362,0022000715,CLE @ UTA
1363,0022000711,DET vs. TOR
1364,0022000710,MIA @ NYK
1365,0022000710,NYK vs. MIA
1366,0022000714,SAC @ SAS
1367,0022000714,SAS vs. SAC
1368,0022000715,UTA vs. CLE
1369,0022000713,OKC vs. DAL
1370,0022000713,DAL @ OKC
1371,0022000712,HOU vs. MEM
1372,0022000712,MEM @ HOU
1373,0022000711,TOR @ DET
1374,0022000716,GSW vs. CHI
1375,0022000717,MIL @ LAC
1376,0022000717,LAC vs. MIL
1377,0022000709,BKN vs. MIN
1378,0022000716,CHI @ GSW
1379,0022000709,MIN @ BKN
1380,0022000707,WAS vs. IND
1381,0022000707,IND @ WAS
1382,0022000171,PHX vs. ATL
1383,0022000171,ATL @ PHX
1384,0022000718,CHA @ WAS
1385,0022000720,ORL @ LAC
1386,0022000720,LAC vs. ORL
1387,0022000719,DEN vs. PHI
1388,0022000719,PHI @ DEN
1389,0022000718,WAS vs. CHA
1390,0022000725,MEM vs. UTA
1391,0022000725,UTA @ MEM
1392,0022000730,CHI @ PHX
1393,0022000728,SAC @ SAS
1394,0022000728,SAS vs. SAC
1395,0022000726,NYK @ MIN
1396,0022000730,PHX vs. CHI
1397,0022000727,OKC vs. TOR
1398,0022000727,TOR @ OKC
1399,0022000729,MIL @ LAL
1400,0022000729,LAL vs. MIL
1401,0022000724,HOU @ BKN
1402,0022000724,BKN vs. HOU
1403,0022000721,POR @ DET
1404,0022000722,MIA @ IND
1405,0022000721,DET vs. POR
1406,0022000722,IND vs. MIA
1407,0022000723,BOS vs. DAL
1408,0022000723,DAL @ BOS
1409,0022000726,MIN vs. NYK
1410,0022000736,LAC vs. DEN
1411,0022000736,DEN @ LAC
1412,0022000731,PHI @ CLE
1413,0022000731,CLE vs. PHI
1414,0022000734,NOP vs. ORL
1415,0022000734,ORL @ NOP
1416,0022000732,CHA @ BKN
1417,0022000732,BKN vs. CHA
1418,0022000179,WAS @ DET
1419,0022000179,DET vs. WAS
1420,0022000733,MIA vs. GSW
1421,0022000735,ATL @ SAS
1422,0022000735,SAS vs. ATL
1423,0022000733,GSW @ MIA
1424,0022000746,SAC vs. LAL
1425,0022000738,HOU @ BOS
1426,0022000738,BOS vs. HOU
1427,0022000741,MEM vs. MIN
1428,0022000745,MIL @ POR
1429,0022000745,POR vs. MIL
1430,0022000741,MIN @ MEM
1431,0022000743,CHI @ UTA
1432,0022000743,UTA vs. CHI
1433,0022000737,GSW @ TOR
1434,0022000740,IND vs. CHA
1435,0022000742,ATL @ NOP
1436,0022000742,NOP vs. ATL
1437,0022000740,CHA @ IND
1438,0022000744,PHX vs. OKC
1439,0022000737,TOR vs. GSW
1440,0022000739,NYK vs. DAL
1441,0022000739,DAL @ NYK
1442,0022000746,LAL @ SAC
1443,0022000744,OKC @ PHX
1444,0022000753,OKC @ POR
1445,0022000753,POR vs. OKC
1446,0022000747,DAL @ WAS
1447,0022000752,ORL @ UTA
1448,0022000748,NYK @ DET
1449,0022000748,DET vs. NYK
1450,0022000750,MIN @ PHI
1451,0022000754,MIL @ SAC
1452,0022000752,UTA vs. ORL
1453,0022000754,SAC vs. MIL
1454,0022000747,WAS vs. DAL
1455,0022000750,PHI vs. MIN
1456,0022000749,MIA vs. CLE
1457,0022000749,CLE @ MIA
1458,0022000751,SAS vs. IND
1459,0022000751,IND @ SAS
1460,0022000756,LAL @ LAC
1461,0022000758,MEM @ PHI
1462,0022000760,HOU vs. NOP
1463,0022000761,DEN vs. ORL
1464,0022000760,NOP @ HOU
1465,0022000755,CHI vs. BKN
1466,0022000758,PHI vs. MEM
1467,0022000759,ATL vs. GSW
1468,0022000759,GSW @ ATL
1469,0022000755,BKN @ CHI
1470,0022000757,BOS vs. CHA
1471,0022000761,ORL @ DEN
1472,0022000757,CHA @ BOS
1473,0022000756,LAC vs. LAL
1474,0022000765,MIN vs. SAC
1475,0022000762,NYK @ BKN
1476,0022000765,SAC @ MIN
1477,0022000762,BKN vs. NYK
1478,0022000764,UTA @ DAL
1479,0022000764,DAL vs. UTA
1480,0022000768,PHX @ HOU
1481,0022000768,HOU vs. PHX
1482,0022000767,SAS vs. CLE
1483,0022000767,CLE @ SAS
1484,0022000766,OKC vs. DET
1485,0022000766,DET @ OKC
1486,0022000763,WAS @ TOR
1487,0022000763,TOR vs. WAS
1488,0022000774,GSW vs. MIL
1489,0022000321,DEN vs. DET
1490,0022000321,DET @ DEN
1491,0022000771,BOS vs. PHI
1492,0022000771,PHI @ BOS
1493,0022000769,IND vs. CHI
1494,0022000769,CHI @ IND
1495,0022000770,NOP @ ATL
1496,0022000770,ATL vs. NOP
1497,0022000772,LAL @ TOR
1498,0022000772,TOR vs. LAL
1499,0022000773,MIA vs. MEM
1500,0022000774,MIL @ GSW
1501,0022000773,MEM @ MIA
1502,0022000775,LAC vs. POR
1503,0022000775,POR @ LAC
1504,0022000780,MEM @ ATL
1505,0022000780,ATL vs. MEM
1506,0022000781,CHA @ OKC
1507,0022000778,NYK @ BOS
1508,0022000779,NOP @ BKN
1509,0022000778,BOS vs. NYK
1510,0022000781,OKC vs. CHA
1511,0022000783,PHX vs. UTA
1512,0022000779,BKN vs. NOP
1513,0022000776,MIN @ IND
1514,0022000782,DEN vs. SAS
1515,0022000782,SAS @ DEN
1516,0022000456,DAL @ HOU
1517,0022000777,ORL vs. WAS
1518,0022000456,HOU vs. DAL
1519,0022000783,UTA @ PHX
1520,0022000777,WAS @ ORL
1521,0022000776,IND vs. MIN
1522,0022000788,PHX @ LAC
1523,0022000523,CHI @ TOR
1524,0022000523,TOR vs. CHI
1525,0022000785,CLE @ OKC
1526,0022000788,LAC vs. PHX
1527,0022000785,OKC vs. CLE
1528,0022000787,UTA vs. POR
1529,0022000787,POR @ UTA
1530,0022000784,LAL @ MIA
1531,0022000784,MIA vs. LAL
1532,0022000789,SAC vs. DET
1533,0022000789,DET @ SAC
1534,0022000786,DAL vs. MIL
1535,0022000786,MIL @ DAL
1536,0022000797,SAS @ DEN
1537,0022000797,DEN vs. SAS
1538,0022000795,PHI @ NOP
1539,0022000795,NOP vs. PHI
1540,0022000798,WAS @ GSW
1541,0022000798,GSW vs. WAS
1542,0022000799,HOU @ LAC
1543,0022000799,LAC vs. HOU
1544,0022000793,MEM @ NYK
1545,0022000793,NYK vs. MEM
1546,0022000791,ATL vs. CHI
1547,0022000792,BOS vs. MIN
1548,0022000792,MIN @ BOS
1549,0022000791,CHI @ ATL
1550,0022000790,IND @ ORL
1551,0022000790,ORL vs. IND
1552,0022000796,MIL vs. CHA
1553,0022000796,CHA @ MIL
1554,0022000199,OKC vs. PHI
1555,0022000199,PHI @ OKC
1556,0022000804,DET @ POR
1557,0022000804,POR vs. DET
1558,0022000801,UTA vs. SAC
1559,0022000800,LAL @ BKN
1560,0022000801,SAC @ UTA
1561,0022000803,WAS @ PHX
1562,0022000803,PHX vs. WAS
1563,0022000802,HOU @ GSW
1564,0022000802,GSW vs. HOU
1565,0022000800,BKN vs. LAL
1566,0022000794,TOR @ CLE
1567,0022000794,CLE vs. TOR
1568,0022000812,CHI @ MIN
1569,0022000812,MIN vs. CHI
1570,0022000811,IND @ MEM
1571,0022000806,BOS @ DEN
1572,0022000806,DEN vs. BOS
1573,0022000809,NYK vs. TOR
1574,0022000809,TOR @ NYK
1575,0022000811,MEM vs. IND
1576,0022000814,POR vs. MIA
1577,0022000814,MIA @ POR
1578,0022000808,MIL @ ORL
1579,0022000808,ORL vs. MIL
1580,0022000807,CLE vs. NOP
1581,0022000807,NOP @ CLE
1582,0022000813,DET @ LAC
1583,0022000813,LAC vs. DET
1584,0022000805,CHA vs. ATL
1585,0022000805,ATL @ CHA
1586,0022000810,DAL vs. SAS
1587,0022000810,SAS @ DAL
1588,0022000819,SAC @ NOP
1589,0022000819,NOP vs. SAC
1590,0022000278,MEM vs. CHI
1591,0022000818,PHI @ DAL
1592,0022000818,DAL vs. PHI
1593,0022000822,PHX vs. HOU
1594,0022000821,GSW vs. DEN
1595,0022000822,HOU @ PHX
1596,0022000278,CHI @ MEM
1597,0022000821,DEN @ GSW
1598,0022000816,ORL vs. SAS
1599,0022000816,SAS @ ORL
1600,0022000815,LAL @ NYK
1601,0022000820,UTA vs. WAS
1602,0022000820,WAS @ UTA
1603,0022000815,NYK vs. LAL
1604,0022000827,PHX vs. MIA
1605,0022000827,MIA @ PHX
1606,0022000823,IND vs. LAC
1607,0022000824,ATL @ TOR
1608,0022000824,TOR vs. ATL
1609,0022000826,OKC @ UTA
1610,0022000823,LAC @ IND
1611,0022000826,UTA vs. OKC
1612,0022000828,BOS @ POR
1613,0022000828,POR vs. BOS
1614,0022000825,CHA vs. LAL
1615,0022000825,LAL @ CHA
1616,0022000817,MIN vs. BKN
1617,0022000817,BKN @ MIN
1618,0022000829,CLE @ CHA
1619,0022000839,WAS @ SAC
1620,0022000839,SAC vs. WAS
1621,0022000831,TOR vs. SAS
1622,0022000830,PHI vs. BKN
1623,0022000834,MIN vs. MIL
1624,0022000834,MIL @ MIN
1625,0022000836,OKC vs. GSW
1626,0022000836,GSW @ OKC
1627,0022000829,CHA vs. CLE
1628,0022000830,BKN @ PHI
1629,0022000461,IND @ HOU
1630,0022000835,NYK @ NOP
1631,0022000835,NOP vs. NYK
1632,0022000838,DEN vs. MIA
1633,0022000833,ORL @ CHI
1634,0022000833,CHI vs. ORL
1635,0022000461,HOU vs. IND
1636,0022000838,MIA @ DEN
1637,0022000832,LAC @ DET
1638,0022000832,DET vs. LAC
1639,0022000837,DAL @ MEM
1640,0022000837,MEM vs. DAL
1641,0022000831,SAS @ TOR
1642,0022000843,PHX vs. SAC
1643,0022000842,LAL vs. BOS
1644,0022000842,BOS @ LAL
1645,0022000843,SAC @ PHX
1646,0022000840,ATL vs. MIL
1647,0022000840,MIL @ ATL
1648,0022000841,CLE vs. GSW
1649,0022000841,GSW @ CLE
1650,0022000850,CHI vs. MEM
1651,0022000853,POR @ SAS
1652,0022000853,SAS vs. POR
1653,0022000847,WAS vs. NOP
1654,0022000850,MEM @ CHI
1655,0022000845,OKC @ DET
1656,0022000845,DET vs. OKC
1657,0022000854,NYK @ DAL
1658,0022000854,DAL vs. NYK
1659,0022000847,NOP @ WAS
1660,0022000846,PHI vs. LAC
1661,0022000851,DEN @ HOU
1662,0022000851,HOU vs. DEN
1663,0022000852,MIA @ MIN
1664,0022000852,MIN vs. MIA
1665,0022000849,ORL @ TOR
1666,0022000844,IND @ UTA
1667,0022000844,UTA vs. IND
