,GAME_ID,MATCHUP
1668,0022000849,TOR vs. ORL
1669,0022000846,LAC @ PHI
1670,0022000848,BKN vs. CHA
1671,0022000848,CHA @ BKN
1672,0022000857,CLE @ CHI
1673,0022000857,CHI vs. CLE
1674,0022000856,DET @ WAS
1675,0022000858,GSW @ BOS
1676,0022000858,BOS vs. GSW
1677,0022000860,SAS @ PHX
1678,0022000855,LAL vs. UTA
1679,0022000860,PHX vs. SAS
1680,0022000859,MIL vs. MEM
1681,0022000855,UTA @ LAL
1682,0022000856,WAS vs. DET
1683,0022000859,MEM @ MIL
1684,0022000362,CHA vs. POR
1685,0022000865,TOR vs. OKC
1686,0022000865,OKC @ TOR
1687,0022000861,IND @ ATL
1688,0022000864,HOU @ ORL
1689,0022000864,ORL vs. HOU
1690,0022000866,DAL vs. SAC
1691,0022000866,SAC @ DAL
1692,0022000862,NYK vs. NOP
1693,0022000861,ATL vs. IND
1694,0022000867,LAC vs. MIN
1695,0022000867,MIN @ LAC
1696,0022000863,MIA vs. BKN
1697,0022000863,BKN @ MIA
1698,0022000362,POR @ CHA
1699,0022000862,NOP @ NYK
1700,0022000874,DEN vs. MEM
1701,0022000871,MIA vs. HOU
1702,0022000871,HOU @ MIA
1703,0022000872,OKC @ WAS
1704,0022000869,CHI @ BOS
1705,0022000873,PHX @ MIL
1706,0022000869,BOS vs. CHI
1707,0022000874,MEM @ DEN
1708,0022000873,MIL vs. PHX
1709,0022000872,WAS vs. OKC
1710,0022000473,IND vs. SAS
1711,0022000870,PHI vs. GSW
1712,0022000870,GSW @ PHI
1713,0022000875,UTA @ LAL
1714,0022000868,CLE @ DET
1715,0022000875,LAL vs. UTA
1716,0022000473,SAS @ IND
1717,0022000868,DET vs. CLE
1718,0022000876,ORL @ ATL
1719,0022000876,ATL vs. ORL
1720,0022000879,POR vs. LAC
1721,0022000879,LAC @ POR
1722,0022000878,BKN @ NOP
1723,0022000878,NOP vs. BKN
1724,0022000880,SAC vs. MIN
1725,0022000880,MIN @ SAC
1726,0022000877,CHA @ NYK
1727,0022000877,NYK vs. CHA
1728,0022000887,HOU vs. UTA
1729,0022000890,POR vs. DEN
1730,0022000882,OKC @ IND
1731,0022000881,CHI @ CLE
1732,0022000881,CLE vs. CHI
1733,0022000884,TOR vs. BKN
1734,0022000884,BKN @ TOR
1735,0022000883,PHI vs. PHX
1736,0022000885,WAS vs. GSW
1737,0022000885,GSW @ WAS
1738,0022000883,PHX @ PHI
1739,0022000442,DAL vs. DET
1740,0022000442,DET @ DAL
1741,0022000890,DEN @ POR
1742,0022000887,UTA @ HOU
1743,0022000882,IND vs. OKC
1744,0022000889,MEM @ LAC
1745,0022000889,LAC vs. MEM
1746,0022000891,MIN @ SAC
1747,0022000888,MIA @ SAS
1748,0022000888,SAS vs. MIA
1749,0022000886,NYK vs. ATL
1750,0022000886,ATL @ NYK
1751,0022000891,SAC vs. MIN
1752,0022000894,PHI @ MIL
1753,0022000896,CHI vs. CHA
1754,0022000896,CHA @ CHI
1755,0022000897,DAL vs. LAL
1756,0022000897,LAL @ DAL
1757,0022000894,MIL vs. PHI
1758,0022000893,NOP @ ORL
1759,0022000893,ORL vs. NOP
1760,0022000895,SAS vs. DET
1761,0022000895,DET @ SAS
1762,0022000892,BOS vs. PHX
1763,0022000892,PHX @ BOS
1764,0022000902,WAS @ OKC
1765,0022000902,OKC vs. WAS
1766,0022000901,LAC @ HOU
1767,0022000901,HOU vs. LAC
1768,0022000225,POR vs. MEM
1769,0022000900,CLE @ CHA
1770,0022000900,CHA vs. CLE
1771,0022000898,ATL vs. MIA
1772,0022000898,MIA @ ATL
1773,0022000899,BKN vs. BOS
1774,0022000899,BOS @ BKN
1775,0022000903,GSW vs. DEN
1776,0022000903,DEN @ GSW
1777,0022000225,MEM @ POR
1778,0022000906,IND vs. DET
1779,0022000906,DET @ IND
1780,0022000907,MIA vs. CHI
1781,0022000907,CHI @ MIA
1782,0022000905,PHI @ MIL
1783,0022000905,MIL vs. PHI
1784,0022000264,SAS @ NOP
1785,0022000264,NOP vs. SAS
1786,0022000910,HOU @ DEN
1787,0022000908,LAL @ DAL
1788,0022000908,DAL vs. LAL
1789,0022000904,NYK vs. TOR
1790,0022000909,MIN @ UTA
1791,0022000909,UTA vs. MIN
1792,0022000904,TOR @ NYK
1793,0022000910,DEN vs. HOU
1794,0022000240,POR vs. MEM
1795,0022000240,MEM @ POR
1796,0022000197,CLE @ WAS
1797,0022000197,WAS vs. CLE
1798,0022000914,ORL vs. IND
1799,0022000914,IND @ ORL
1800,0022000913,ATL vs. MIL
1801,0022000915,GSW vs. SAC
1802,0022000915,SAC @ GSW
1803,0022000912,BKN vs. PHX
1804,0022000912,PHX @ BKN
1805,0022000911,BOS @ CHA
1806,0022000911,CHA vs. BOS
1807,0022000913,MIL @ ATL
1808,0022000917,ORL vs. LAL
1809,0022000916,DET vs. ATL
1810,0022000917,LAL @ ORL
1811,0022000923,MIN vs. UTA
1812,0022000926,DAL @ SAC
1813,0022000926,SAC vs. DAL
1814,0022000924,NOP vs. LAC
1815,0022000924,LAC @ NOP
1816,0022000925,DEN vs. MEM
1817,0022000925,MEM @ DEN
1818,0022000923,UTA @ MIN
1819,0022000920,NYK vs. PHX
1820,0022000922,CHI @ MIA
1821,0022000922,MIA vs. CHI
1822,0022000920,PHX @ NYK
1823,0022000916,ATL @ DET
1824,0022000919,SAS @ WAS
1825,0022000918,OKC @ PHI
1826,0022000918,PHI vs. OKC
1827,0022000921,CLE @ TOR
1828,0022000921,TOR vs. CLE
1829,0022000919,WAS vs. SAS
1830,0022000931,HOU vs. MIN
1831,0022000927,OKC @ BOS
1832,0022000927,BOS vs. OKC
1833,0022000931,MIN @ HOU
1834,0022000932,DAL @ GSW
1835,0022000930,BKN @ TOR
1836,0022000928,CHA vs. MIL
1837,0022000932,GSW vs. DAL
1838,0022000928,MIL @ CHA
1839,0022000929,POR @ IND
1840,0022000929,IND vs. POR
1841,0022000930,TOR vs. BKN
1842,0022000933,ORL @ CLE
1843,0022000933,CLE vs. ORL
1844,0022000941,PHX vs. LAC
1845,0022000941,LAC @ PHX
1846,0022000937,CHI @ NYK
1847,0022000937,NYK vs. CHI
1848,0022000936,CHA @ BOS
1849,0022000936,BOS vs. CHA
1850,0022000942,UTA @ SAC
1851,0022000942,SAC vs. UTA
1852,0022000935,WAS vs. LAL
1853,0022000938,SAS @ MIA
1854,0022000938,MIA vs. SAS
1855,0022000934,PHI vs. ATL
1856,0022000934,ATL @ PHI
1857,0022000940,NOP @ DEN
1858,0022000940,DEN vs. NOP
1859,0022000935,LAL @ WAS
1860,0022000939,MEM vs. POR
1861,0022000939,POR @ MEM
1862,0022000946,MIN vs. GSW
1863,0022000946,GSW @ MIN
1864,0022000948,TOR @ DEN
1865,0022000943,DAL @ DET
1866,0022000944,BKN @ IND
1867,0022000944,IND vs. BKN
1868,0022000947,OKC vs. NOP
1869,0022000943,DET vs. DAL
1870,0022000945,HOU vs. MIL
1871,0022000945,MIL @ HOU
1872,0022000947,NOP @ OKC
1873,0022000948,DEN vs. TOR
1874,0022000950,BOS vs. SAS
1875,0022000955,UTA @ PHX
1876,0022000954,MIL @ CHI
1877,0022000954,CHI vs. MIL
1878,0022000955,PHX vs. UTA
1879,0022000949,PHI vs. ATL
1880,0022000949,ATL @ PHI
1881,0022000953,MEM vs. ORL
1882,0022000956,LAL vs. SAC
1883,0022000956,SAC @ LAL
1884,0022000953,ORL @ MEM
1885,0022000950,SAS @ BOS
1886,0022000952,BKN vs. POR
1887,0022000951,WAS @ CLE
1888,0022000951,CLE vs. WAS
1889,0022000952,POR @ BKN
1890,0022000963,OKC vs. IND
1891,0022000958,GSW @ HOU
1892,0022000960,CLE vs. MIA
1893,0022000965,TOR @ UTA
1894,0022000960,MIA @ CLE
1895,0022000966,DEN @ LAC
1896,0022000966,LAC vs. DEN
1897,0022000964,DAL vs. WAS
1898,0022000962,NOP @ MIN
1899,0022000957,CHA vs. DET
1900,0022000959,CHI @ ATL
1901,0022000959,ATL vs. CHI
1902,0022000961,ORL vs. MEM
1903,0022000964,WAS @ DAL
1904,0022000965,UTA vs. TOR
1905,0022000961,MEM @ ORL
1906,0022000958,HOU vs. GSW
1907,0022000963,IND @ OKC
1908,0022000962,MIN vs. NOP
1909,0022000957,DET @ CHA
1910,0022000971,NYK @ HOU
1911,0022000974,LAL vs. TOR
1912,0022000974,TOR @ LAL
1913,0022000972,OKC vs. PHX
1914,0022000972,PHX @ OKC
1915,0022000971,HOU vs. NYK
1916,0022000968,POR @ BOS
1917,0022000968,BOS vs. POR
1918,0022000973,PHI @ SAS
1919,0022000973,SAS vs. PHI
1920,0022000967,MIL vs. BKN
1921,0022000967,BKN @ MIL
1922,0022000969,CHA vs. MIA
1923,0022000970,SAC @ DAL
1924,0022000970,DAL vs. SAC
1925,0022000969,MIA @ CHA
1926,0022000981,SAS @ UTA
1927,0022000981,UTA vs. SAS
1928,0022000976,WAS vs. IND
1929,0022000976,IND @ WAS
1930,0022000978,ATL vs. POR
1931,0022000977,GSW @ NOP
1932,0022000977,NOP vs. GSW
1933,0022000978,POR @ ATL
1934,0022000980,NYK @ MEM
1935,0022000980,MEM vs. NYK
1936,0022000975,ORL @ DET
1937,0022000979,PHI @ CHI
1938,0022000979,CHI vs. PHI
1939,0022000975,DET vs. ORL
1940,0022000982,DEN @ LAL
1941,0022000982,LAL vs. DEN
1942,0022000988,SAC @ OKC
1943,0022000985,BKN @ MIL
1944,0022000988,OKC vs. SAC
1945,0022000983,PHX @ CLE
1946,0022000983,CLE vs. PHX
1947,0022000986,DAL @ MIA
1948,0022000987,GSW @ NOP
1949,0022000987,NOP vs. GSW
1950,0022000986,MIA vs. DAL
1951,0022000989,LAC vs. TOR
1952,0022000989,TOR @ LAC
1953,0022000984,CHA @ DET
1954,0022000984,DET vs. CHA
1955,0022000985,MIL vs. BKN
1956,0022000993,SAC @ IND
1957,0022000990,ORL vs. BOS
1958,0022000996,SAS @ UTA
1959,0022000993,IND vs. SAC
1960,0022000995,DEN vs. NYK
1961,0022000996,UTA vs. SAS
1962,0022000990,BOS @ ORL
1963,0022000995,NYK @ DEN
1964,0022000991,POR @ CLE
1965,0022000992,ATL vs. PHX
1966,0022000991,CLE vs. POR
1967,0022000994,PHI @ HOU
1968,0022000992,PHX @ ATL
1969,0022000994,HOU vs. PHI
1970,0022000235,WAS @ MIL
1971,0022000235,MIL vs. WAS
1972,0022000183,MEM @ MIN
1973,0022000183,MIN vs. MEM
1974,0022001002,LAL @ LAC
1975,0022001002,LAC vs. LAL
1976,0022000997,WAS @ TOR
1977,0022000997,TOR vs. WAS
1978,0022000999,DET vs. MEM
1979,0022001001,OKC @ GSW
1980,0022001001,GSW vs. OKC
1981,0022000434,CHA vs. CHI
1982,0022000434,CHI @ CHA
1983,0022000999,MEM @ DET
1984,0022000998,BKN @ DAL
1985,0022001000,IND vs. ATL
1986,0022001000,ATL @ IND
1987,0022000998,DAL vs. BKN
1988,0022000160,BOS @ CHI
1989,0022000160,CHI vs. BOS
1990,0022001008,DEN @ UTA
1991,0022001008,UTA vs. DEN
1992,0022001010,LAL @ POR
1993,0022001009,PHX vs. NYK
1994,0022001009,NYK @ PHX
1995,0022001007,DAL vs. CLE
1996,0022001003,NOP @ PHI
1997,0022001003,PHI vs. NOP
1998,0022001004,ORL @ CHA
1999,0022001004,CHA vs. ORL
2000,0022001005,MIA vs. MIN
2001,0022001005,MIN @ MIA
2002,0022001007,CLE @ DAL
2003,0022001011,SAS @ SAC
2004,0022001011,SAC vs. SAS
2005,0022001010,POR vs. LAL
2006,0022001006,HOU @ MIL
2007,0022001006,MIL vs. HOU
2008,0022001015,BKN @ DEN
2009,0022001015,DEN vs. BKN
2010,0022001012,IND vs. WAS
2011,0022001018,SAS @ POR
2012,0022001018,POR vs. SAS
2013,0022001013,PHI vs. DET
2014,0022001013,DET @ PHI
2015,0022001016,HOU @ UTA
2016,0022001016,UTA vs. HOU
2017,0022001017,GSW vs. OKC
2018,0022001017,OKC @ GSW
2019,0022001012,WAS @ IND
2020,0022001014,MEM @ TOR
2021,0022001014,TOR vs. MEM
2022,0022001023,CHI @ DET
2023,0022001020,CHA vs. NOP
2024,0022000145,MIA @ BOS
2025,0022000145,BOS vs. MIA
2026,0022001022,ORL vs. MIN
2027,0022001024,PHX @ LAL
2028,0022001024,LAL vs. PHX
2029,0022001022,MIN @ ORL
2030,0022001021,CLE vs. DAL
2031,0022001021,DAL @ CLE
2032,0022001020,NOP @ CHA
2033,0022001023,DET vs. CHI
2034,0022001025,OKC @ SAC
2035,0022001025,SAC vs. OKC
2036,0022001019,LAC vs. NYK
2037,0022001019,NYK @ LAC
2038,0022001027,CLE vs. IND
2039,0022001026,ATL vs. WAS
2040,0022001027,IND @ CLE
2041,0022001028,NOP @ MEM
2042,0022001028,MEM vs. NOP
2043,0022001031,POR vs. HOU
2044,0022001031,HOU @ POR
2045,0022001030,GSW vs. UTA
2046,0022001030,UTA @ GSW
2047,0022001026,WAS @ ATL
2048,0022001029,SAS vs. MIL
2049,0022001029,MIL @ SAS
2050,0022001037,MEM vs. DAL
2051,0022001037,DAL @ MEM
2052,0022000448,DEN @ CHA
2053,0022001034,LAC @ TOR
2054,0022001036,CHI vs. BKN
2055,0022001036,BKN @ CHI
2056,0022001035,PHI @ IND
2057,0022001034,TOR vs. LAC
2058,0022001033,MIN @ DET
2059,0022001033,DET vs. MIN
2060,0022000448,CHA vs. DEN
2061,0022001039,PHX @ GSW
2062,0022001041,NYK @ LAL
2063,0022001041,LAL vs. NYK
2064,0022001040,OKC @ SAC
2065,0022001038,ORL @ MIL
2066,0022001038,MIL vs. ORL
2067,0022001032,BOS vs. MIA
2068,0022001039,GSW vs. PHX
2069,0022001032,MIA @ BOS
2070,0022001040,SAC vs. OKC
2071,0022001035,IND vs. PHI
2072,0022001043,BKN vs. SAS
2073,0022001043,SAS @ BKN
2074,0022001042,ATL vs. WAS
2075,0022001044,CLE vs. BOS
2076,0022000154,DAL vs. NOP
2077,0022001045,UTA vs. POR
2078,0022000154,NOP @ DAL
2079,0022001045,POR @ UTA
2080,0022001042,WAS @ ATL
2081,0022001046,HOU @ LAL
2082,0022001046,LAL vs. HOU
2083,0022001044,BOS @ CLE
2084,0022001048,IND vs. MIL
2085,0022001048,MIL @ IND
2086,0022001051,CHI vs. TOR
2087,0022001051,TOR @ CHI
2088,0022000255,SAC @ MEM
2089,0022001053,PHX vs. POR
2090,0022001049,ATL vs. ORL
2091,0022001050,MIA vs. PHI
2092,0022001050,PHI @ MIA
2093,0022000255,MEM vs. SAC
2094,0022001047,CHA vs. LAC
2095,0022001049,ORL @ ATL
2096,0022001047,LAC @ CHA
2097,0022001052,DEN @ MIN
2098,0022001052,MIN vs. DEN
2099,0022001053,POR @ PHX
2100,0022000458,NYK vs. SAS
2101,0022000458,SAS @ NYK
2102,0022001059,NOP @ GSW
2103,0022001056,UTA @ OKC
2104,0022001056,OKC vs. UTA
2105,0022000263,MEM vs. SAC
2106,0022000263,SAC @ MEM
2107,0022001059,GSW vs. NOP
2108,0022000204,CLE @ WAS
2109,0022000204,WAS vs. CLE
2110,0022001058,LAC @ HOU
2111,0022001058,HOU vs. LAC
2112,0022001055,ORL @ PHI
2113,0022001055,PHI vs. ORL
2114,0022001054,DEN @ DET
2115,0022001057,DAL vs. TOR
2116,0022001057,TOR @ DAL
2117,0022001054,DET vs. DEN
2118,0022001062,MIL vs. MIA
2119,0022001062,MIA @ MIL
2120,0022001065,PHX @ SAS
2121,0022001060,BKN vs. CHI
2122,0022001060,CHI @ BKN
2123,0022001065,SAS vs. PHX
2124,0022001061,LAL @ IND
2125,0022001061,IND vs. LAL
2126,0022001064,NYK vs. CHA
2127,0022001063,BOS @ MIN
2128,0022001064,CHA @ NYK
2129,0022001063,MIN vs. BOS
2130,0022001075,ORL @ PHI
2131,0022001071,DAL @ MIN
2132,0022001069,MIA @ DET
2133,0022001069,DET vs. MIA
2134,0022001071,MIN vs. DAL
2135,0022001075,PHI vs. ORL
2136,0022001077,UTA @ SAC
2137,0022001072,NOP vs. LAL
2138,0022001072,LAL @ NOP
2139,0022001070,MEM @ GSW
2140,0022001080,WAS vs. CHA
2141,0022001078,SAS vs. PHX
2142,0022001078,PHX @ SAS
2143,0022001079,TOR vs. IND
2144,0022001076,POR vs. DEN
2145,0022001076,DEN @ POR
2146,0022001079,IND @ TOR
2147,0022001066,HOU @ ATL
2148,0022001066,ATL vs. HOU
2149,0022001077,SAC vs. UTA
2150,0022001067,CLE @ BKN
2151,0022001073,BOS @ NYK
2152,0022001067,BKN vs. CLE
2153,0022001073,NYK vs. BOS
2154,0022001080,CHA @ WAS
2155,0022001068,CHI vs. MIL
2156,0022001068,MIL @ CHI
2157,0022001074,LAC @ OKC
2158,0022001074,OKC vs. LAC
2159,0022001070,GSW vs. MEM
2160,0022100002,LAL vs. GSW
2161,0022100002,GSW @ LAL
2162,0022100001,BKN @ MIL
2163,0022100001,MIL vs. BKN
2164,0022100008,HOU @ MIN
2165,0022100004,DET vs. CHI
2166,0022100009,NOP vs. PHI
2167,0022100009,PHI @ NOP
2168,0022100010,SAS vs. ORL
2169,0022100012,DEN @ PHX
2170,0022100012,PHX vs. DEN
2171,0022100008,MIN vs. HOU
2172,0022100005,NYK vs. BOS
2173,0022100005,BOS @ NYK
2174,0022100004,CHI @ DET
2175,0022100011,OKC @ UTA
2176,0022100011,UTA vs. OKC
2177,0022100006,WAS @ TOR
2178,0022100006,TOR vs. WAS
2179,0022100007,CLE @ MEM
2180,0022100007,MEM vs. CLE
2181,0022100013,POR vs. SAC
2182,0022100013,SAC @ POR
2183,0022100003,IND @ CHA
2184,0022100010,ORL @ SAS
2185,0022100003,CHA vs. IND
2186,0022100015,MIA vs. MIL
2187,0022100015,MIL @ MIA
2188,0022100016,LAC @ GSW
2189,0022100016,GSW vs. LAC
2190,0022100014,DAL @ ATL
2191,0022100014,ATL vs. DAL
2192,0022100021,PHI vs. BKN
2193,0022100021,BKN @ PHI
2194,0022100023,OKC @ HOU
2195,0022100023,HOU vs. OKC
2196,0022100020,TOR @ BOS
2197,0022100026,UTA @ SAC
2198,0022100026,SAC vs. UTA
2199,0022100018,ORL vs. NYK
2200,0022100020,BOS vs. TOR
2201,0022100022,CHI vs. NOP
2202,0022100022,NOP @ CHI
2203,0022100019,IND @ WAS
2204,0022100019,WAS vs. IND
2205,0022100017,CHA @ CLE
2206,0022100017,CLE vs. CHA
2207,0022100025,PHX @ LAL
2208,0022100025,LAL vs. PHX
2209,0022100024,SAS @ DEN
2210,0022100024,DEN vs. SAS
2211,0022100018,NYK @ ORL
2212,0022100031,NOP @ MIN
2213,0022100032,MIL @ SAS
2214,0022100032,SAS vs. MIL
2215,0022100031,MIN vs. NOP
2216,0022100029,TOR vs. DAL
2217,0022100029,DAL @ TOR
2218,0022100028,IND vs. MIA
2219,0022100030,CHI vs. DET
2220,0022100027,CLE vs. ATL
2221,0022100027,ATL @ CLE
2222,0022100030,DET @ CHI
2223,0022100034,LAC vs. MEM
2224,0022100034,MEM @ LAC
2225,0022100033,POR vs. PHX
2226,0022100033,PHX @ POR
2227,0022100028,MIA @ IND
2228,0022100039,GSW @ SAC
2229,0022100039,SAC vs. GSW
2230,0022100040,MEM @ LAL
2231,0022100040,LAL vs. MEM
2232,0022100035,CHA @ BKN
2233,0022100038,PHI @ OKC
2234,0022100036,ORL @ NYK
2235,0022100036,NYK vs. ORL
2236,0022100038,OKC vs. PHI
2237,0022100035,BKN vs. CHA
2238,0022100037,HOU vs. BOS
2239,0022100037,BOS @ HOU
2240,0022100041,CHA vs. BOS
2241,0022100041,BOS @ CHA
2242,0022100046,TOR vs. CHI
2243,0022100046,CHI @ TOR
2244,0022100049,POR @ LAC
2245,0022100049,LAC vs. POR
2246,0022100044,WAS @ BKN
2247,0022100044,BKN vs. WAS
2248,0022100048,DEN vs. CLE
2249,0022100048,CLE @ DEN
2250,0022100045,ORL @ MIA
2251,0022100045,MIA vs. ORL
2252,0022100043,DET @ ATL
2253,0022100047,MIN vs. NOP
2254,0022100047,NOP @ MIN
2255,0022100042,MIL @ IND
2256,0022100042,IND vs. MIL
2257,0022100043,ATL vs. DET
2258,0022100051,GSW @ OKC
2259,0022100051,OKC vs. GSW
2260,0022100050,NYK vs. PHI
2261,0022100050,PHI @ NYK
2262,0022100054,DEN @ UTA
2263,0022100053,LAL @ SAS
2264,0022100053,SAS vs. LAL
2265,0022100054,UTA vs. DEN
2266,0022100052,HOU @ DAL
2267,0022100052,DAL vs. HOU
2268,0022100064,LAC vs. CLE
2269,0022100064,CLE @ LAC
2270,0022100063,MEM @ POR
2271,0022100056,WAS @ BOS
2272,0022100056,BOS vs. WAS
2273,0022100063,POR vs. MEM
2274,0022100060,MIN @ MIL
2275,0022100055,ORL vs. CHA
2276,0022100062,PHX vs. SAC
2277,0022100062,SAC @ PHX
2278,0022100059,NOP vs. ATL
2279,0022100059,ATL @ NOP
2280,0022100055,CHA @ ORL
2281,0022100061,LAL @ OKC
2282,0022100057,MIA @ BKN
2283,0022100057,BKN vs. MIA
2284,0022100058,TOR vs. IND
2285,0022100058,IND @ TOR
2286,0022100061,OKC vs. LAL
2287,0022100060,MIL vs. MIN
2288,0022100067,NYK @ CHI
2289,0022100067,CHI vs. NYK
2290,0022100068,HOU vs. UTA
2291,0022100068,UTA @ HOU
2292,0022100066,WAS vs. ATL
2293,0022100065,DET @ PHI
2294,0022100065,PHI vs. DET
2295,0022100066,ATL @ WAS
2296,0022100070,GSW vs. MEM
2297,0022100070,MEM @ GSW
2298,0022100069,DAL vs. SAS
2299,0022100069,SAS @ DAL
2300,0022100073,CHA @ MIA
2301,0022100073,MIA vs. CHA
2302,0022100074,SAC @ NOP
2303,0022100077,CLE @ LAL
2304,0022100077,LAL vs. CLE
2305,0022100076,LAC @ POR
2306,0022100076,POR vs. LAC
2307,0022100075,DEN vs. DAL
2308,0022100074,NOP vs. SAC
2309,0022100075,DAL @ DEN
2310,0022100071,ORL @ TOR
2311,0022100071,TOR vs. ORL
2312,0022100072,IND @ BKN
2313,0022100072,BKN vs. IND
2314,0022100084,MIA @ MEM
2315,0022100085,MIL vs. SAS
2316,0022100085,SAS @ MIL
2317,0022100079,ORL @ DET
2318,0022100079,DET vs. ORL
2319,0022100080,NYK @ NOP
2320,0022100080,NOP vs. NYK
2321,0022100087,DEN @ MIN
2322,0022100087,MIN vs. DEN
2323,0022100078,BOS @ WAS
2324,0022100078,WAS vs. BOS
2325,0022100081,IND vs. TOR
2326,0022100081,TOR @ IND
2327,0022100083,UTA @ CHI
2328,0022100083,CHI vs. UTA
2329,0022100088,CLE @ PHX
2330,0022100088,PHX vs. CLE
2331,0022100086,OKC @ GSW
2332,0022100086,GSW vs. OKC
2333,0022100082,ATL @ PHI
2334,0022100082,PHI vs. ATL
2335,0022100084,MEM vs. MIA
2336,0022100092,DET @ BKN
2337,0022100092,BKN vs. DET
2338,0022100093,HOU @ LAL
2339,0022100091,UTA @ MIL
2340,0022100091,MIL vs. UTA
2341,0022100093,LAL vs. HOU
2342,0022100090,CHA vs. POR
2343,0022100090,POR @ CHA
2344,0022100089,DAL vs. SAC
2345,0022100089,SAC @ DAL
2346,0022100100,MEM vs. DEN
2347,0022100099,NYK vs. TOR
2348,0022100096,POR @ PHI
2349,0022100101,MIN vs. ORL
2350,0022100101,ORL @ MIN
2351,0022100102,LAC vs. OKC
2352,0022100094,CHA vs. CLE
2353,0022100094,CLE @ CHA
2354,0022100098,CHI @ BOS
2355,0022100098,BOS vs. CHI
2356,0022100100,DEN @ MEM
2357,0022100097,ATL vs. WAS
2358,0022100097,WAS @ ATL
2359,0022100095,SAS @ IND
2360,0022100095,IND vs. SAS
2361,0022100102,OKC @ LAC
2362,0022100096,PHI vs. POR
2363,0022100099,TOR @ NYK
2364,0022100104,DAL vs. MIA
2365,0022100104,MIA @ DAL
2366,0022100107,LAL vs. HOU
2367,0022100107,HOU @ LAL
2368,0022100105,SAC @ UTA
2369,0022100105,UTA vs. SAC
2370,0022100106,NOP @ PHX
2371,0022100103,MIL @ DET
2372,0022100106,PHX vs. NOP
2373,0022100103,DET vs. MIL
2374,0022100110,BOS @ ORL
2375,0022100108,CLE vs. POR
2376,0022100108,POR @ CLE
2377,0022100111,CHI @ PHI
2378,0022100111,PHI vs. CHI
2379,0022100110,ORL vs. BOS
2380,0022100117,CHA @ GSW
2381,0022100117,GSW vs. CHA
2382,0022100116,DAL @ SAS
2383,0022100116,SAS vs. DAL
2384,0022100115,MIN vs. LAC
2385,0022100113,ATL @ BKN
2386,0022100113,BKN vs. ATL
2387,0022100115,LAC @ MIN
2388,0022100114,MEM vs. DEN
2389,0022100109,IND vs. NYK
2390,0022100109,NYK @ IND
2391,0022100112,WAS vs. TOR
2392,0022100112,TOR @ WAS
2393,0022100118,NOP @ SAC
2394,0022100118,SAC vs. NOP
2395,0022100114,DEN @ MEM
2396,0022100119,PHI @ DET
2397,0022100119,DET vs. PHI
2398,0022100120,UTA @ ATL
2399,0022100120,ATL vs. UTA
2400,0022100122,HOU @ PHX
2401,0022100122,PHX vs. HOU
2402,0022100123,LAL vs. OKC
2403,0022100123,OKC @ LAL
2404,0022100121,MIA vs. BOS
2405,0022100121,BOS @ MIA
2406,0022100126,MEM @ WAS
2407,0022100127,TOR vs. CLE
2408,0022100127,CLE @ TOR
2409,0022100131,POR vs. IND
2410,0022100131,IND @ POR
2411,0022100128,MIL vs. NYK
2412,0022100128,NYK @ MIL
2413,0022100124,BKN @ DET
2414,0022100124,DET vs. BKN
2415,0022100129,LAC @ MIN
2416,0022100129,MIN vs. LAC
2417,0022100130,NOP @ GSW
2418,0022100130,GSW vs. NOP
2419,0022100126,WAS vs. MEM
2420,0022100125,ORL vs. SAS
2421,0022100125,SAS @ ORL
2422,0022100132,CHA @ SAC
2423,0022100132,SAC vs. CHA
2424,0022100135,CHI vs. PHI
2425,0022100138,LAL @ POR
2426,0022100135,PHI @ CHI
2427,0022100138,POR vs. LAL
2428,0022100137,PHX vs. ATL
2429,0022100137,ATL @ PHX
2430,0022100133,HOU @ DEN
2431,0022100133,DEN vs. HOU
2432,0022100136,BOS @ DAL
2433,0022100134,UTA @ MIA
2434,0022100134,MIA vs. UTA
2435,0022100136,DAL vs. BOS
2436,0022100143,SAC vs. IND
2437,0022100142,MIL @ WAS
2438,0022100142,WAS vs. MIL
2439,0022100143,IND @ SAC
2440,0022100146,CHA @ LAC
2441,0022100144,OKC vs. SAS
2442,0022100144,SAS @ OKC
2443,0022100139,BKN @ TOR
2444,0022100139,TOR vs. BKN
2445,0022100146,LAC vs. CHA
2446,0022100140,NYK vs. CLE
2447,0022100140,CLE @ NYK
2448,0022100141,UTA @ ORL
2449,0022100141,ORL vs. UTA
2450,0022100145,HOU @ GSW
2451,0022100145,GSW vs. HOU
2452,0022100154,CHA @ LAL
2453,0022100151,MIA @ DEN
2454,0022100148,CHI vs. BKN
2455,0022100153,PHX @ SAC
2456,0022100153,SAC vs. PHX
2457,0022100148,BKN @ CHI
2458,0022100147,NYK @ PHI
2459,0022100147,PHI vs. NYK
2460,0022100152,ATL @ GSW
2461,0022100150,DAL vs. NOP
2462,0022100150,NOP @ DAL
2463,0022100152,GSW vs. ATL
2464,0022100149,MEM vs. MIN
2465,0022100149,MIN @ MEM
2466,0022100154,LAL vs. CHA
2467,0022100151,DEN vs. MIA
2468,0022100157,POR @ LAC
2469,0022100156,UTA vs. ATL
2470,0022100156,ATL @ UTA
2471,0022100157,LAC vs. POR
2472,0022100155,PHI vs. MIL
2473,0022100155,MIL @ PHI
2474,0022100170,MIA @ LAL
2475,0022100170,LAL vs. MIA
